FareType	DollarFare	PointsFare
LOWEST	218.2	0
POINTS	218.2	19500
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	178.2	0
POINTS	178.2	13200
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	607.2	0
POINTS	504.2	42700
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	321.2	0
POINTS	321.2	24600
LOWEST	348.98	0
POINTS	348.98	26800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	471.2	0
POINTS	471.2	43600
LOWEST	286.1	0
POINTS	286.1	15900
LOWEST	195.2	0
POINTS	195.2	13500
LOWEST	338.21	0
POINTS	338.21	28200
LOWEST	395.2	0
POINTS	395.2	33200
LOWEST	585.2	0
POINTS	540.2	45800
LOWEST	184.2	0
POINTS	184.2	12600
LOWEST	185.2	0
POINTS	185.2	12700
LOWEST	328.2	0
POINTS	328.2	27400
LOWEST	450.2	0
POINTS	450.2	38000
LOWEST	629.7	0
POINTS	629.7	65000
LOWEST	378.1	0
POINTS	378.1	29200
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	483.2	0
POINTS	483.2	49400
LOWEST	373.4	0
POINTS	373.4	23300
LOWEST	518.2	0
POINTS	518.2	53100
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	360.4	0
POINTS	360.4	22300
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	269.97	0
POINTS	269.97	20500
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	301.2	0
POINTS	301.2	21300
LOWEST	210.2	0
POINTS	210.2	14600
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	313.2	0
POINTS	313.2	26000
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	405.2	0
POINTS	405.2	34000
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	378.2	0
POINTS	378.2	34700
LOWEST	471.2	0
POINTS	471.2	43600
LOWEST	607.2	0
POINTS	504.2	42700
LOWEST	378.98	0
POINTS	378.98	38400
LOWEST	512.1	0
POINTS	512.1	53800
LOWEST	524.98	0
POINTS	524.98	53800
LOWEST	350.4	0
POINTS	350.4	23300
LOWEST	448.1	0
POINTS	448.1	40000
LOWEST	322.4	0
POINTS	322.4	19500
LOWEST	203.2	0
POINTS	203.2	14000
LOWEST	268.98	0
POINTS	268.98	24300
LOWEST	322.4	0
POINTS	322.4	19500
LOWEST	286.1	0
POINTS	286.1	19200
LOWEST	474.6	0
POINTS	474.6	38700
LOWEST	475.8	0
POINTS	475.8	25800
LOWEST	334.98	0
POINTS	334.98	27900
LOWEST	377.2	0
POINTS	377.2	26900
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	377.71	0
POINTS	377.71	15300
LOWEST	257.26	0
POINTS	257.26	9700
LOWEST	356.6	0
POINTS	356.6	35100
LOWEST	310.28	0
POINTS	310.28	14400
LOWEST	440.96	0
POINTS	440.96	22300
LOWEST	178.2	0
POINTS	178.2	13200
LOWEST	429.16	0
POINTS	429.16	23300
LOWEST	393.2	0
POINTS	377.2	31600
LOWEST	203.2	0
POINTS	203.2	15200
LOWEST	291.2	0
POINTS	268.2	20400
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	203.2	0
POINTS	203.2	16500
LOWEST	213.2	0
POINTS	213.2	17400
LOWEST	239.2	0
POINTS	239.2	16700
LOWEST	338.21	0
POINTS	338.21	28200
LOWEST	252.4	0
POINTS	252.4	15500
LOWEST	396.06	0
POINTS	396.06	19500
LOWEST	244.2	0
POINTS	244.2	17100
LOWEST	298.2	0
POINTS	242.2	19900
LOWEST	378.6	0
POINTS	378.6	30900
LOWEST	149.2	0
POINTS	149.2	10000
LOWEST	213.2	0
LOWEST	245.2	0
POINTS	245.2	17200
LOWEST	292.2	0
POINTS	292.2	22300
LOWEST	241.2	0
POINTS	241.2	18200
LOWEST	281.6	0
POINTS	281.6	19200
LOWEST	338.21	0
POINTS	322.2	24700
LOWEST	168.2	0
POINTS	168.2	11500
LOWEST	369.2	0
POINTS	318.2	26500
LOWEST	68.98	0
POINTS	68.98	4100
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	205.2	0
POINTS	205.2	14200
LOWEST	396.06	0
POINTS	396.06	19500
LOWEST	205.2	0
POINTS	205.2	15300
POINTS	174.2	11900
LOWEST	278.2	0
POINTS	278.2	19600
LOWEST	338.21	0
POINTS	322.2	24700
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	512.1	0
POINTS	512.1	53800
LOWEST	171.2	0
POINTS	171.2	11700
LOWEST	178.2	0
POINTS	178.2	13200
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	221.2	0
POINTS	221.2	18000
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	278.2	0
POINTS	278.2	19600
LOWEST	231.2	0
POINTS	231.2	18900
LOWEST	218.2	0
POINTS	218.2	15200
LOWEST	356.99	0
POINTS	296.2	22600
LOWEST	213.2	0
POINTS	174.2	11900
LOWEST	328.2	0
POINTS	328.2	33100
LOWEST	179.2	0
POINTS	179.2	12300
LOWEST	216.2	0
POINTS	216.2	17600
LOWEST	324.98	0
POINTS	324.98	27100
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	457.1	0
POINTS	457.1	40600
LOWEST	395.2	0
POINTS	395.2	36300
LOWEST	281.2	0
POINTS	281.2	19800
LOWEST	391.1	0
POINTS	391.1	25600
LOWEST	213.2	0
POINTS	174.2	11900
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	174.82	0
POINTS	174.82	8900
LOWEST	369.98	0
POINTS	369.98	28500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	279.2	0
POINTS	279.2	23100
LOWEST	131.2	0
POINTS	131.2	8700
LOWEST	335.2	0
POINTS	290.2	22100
LOWEST	221.2	0
POINTS	221.2	18000
LOWEST	218.2	0
POINTS	218.2	19500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	585.2	0
POINTS	540.2	45800
LOWEST	483.2	0
POINTS	483.2	49400
LOWEST	159.2	0
POINTS	159.2	10800
POINTS	174.2	11900
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	245.2	0
POINTS	245.2	17200
LOWEST	489.1	0
POINTS	489.1	48600
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	218.2	0
POINTS	218.2	15200
LOWEST	389.2	0
POINTS	389.2	32700
LOWEST	348.98	0
POINTS	348.98	26800
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	150.36	0
POINTS	150.36	5200
LOWEST	234.2	0
POINTS	234.2	17600
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	394.2	0
POINTS	394.2	36200
LOWEST	513.1	0
POINTS	513.1	41400
LOWEST	205.2	0
POINTS	205.2	15300
LOWEST	240.2	0
POINTS	240.2	18100
LOWEST	83.1	0
POINTS	83.1	4100
LOWEST	248.2	0
POINTS	248.2	20400
LOWEST	243.2	0
POINTS	243.2	20000
LOWEST	211.98	0
POINTS	211.98	17200
LOWEST	224.2	0
POINTS	224.2	18300
LOWEST	291.2	0
POINTS	259.2	19600
LOWEST	193.2	0
POINTS	193.2	14400
LOWEST	373.2	0
POINTS	373.2	37800
LOWEST	424.96	0
POINTS	424.96	20300
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	161.2	0
POINTS	161.2	10900
LOWEST	206.2	0
POINTS	206.2	16700
LOWEST	225.2	0
POINTS	225.2	18400
LOWEST	394.2	0
POINTS	310.2	23700
LOWEST	286.2	0
POINTS	286.2	23700
LOWEST	369.2	0
POINTS	318.2	26500
LOWEST	471.2	0
POINTS	471.2	43600
LOWEST	259.06	0
POINTS	259.06	12300
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	372.4	0
POINTS	372.4	23200
LOWEST	358.2	0
POINTS	358.2	30000
LOWEST	548.2	0
POINTS	548.2	56300
LOWEST	267.2	0
POINTS	267.2	22000
LOWEST	231.2	0
POINTS	231.2	18900
LOWEST	268.2	0
POINTS	218.2	15200
LOWEST	254.2	0
POINTS	254.2	20900
LOWEST	183.2	0
POINTS	183.2	14700
LOWEST	301.2	0
POINTS	301.2	21300
LOWEST	203.2	0
POINTS	203.2	16500
LOWEST	513.4	0
POINTS	513.4	43300
LOWEST	483.2	0
POINTS	483.2	49400
LOWEST	493.1	0
POINTS	493.1	42900
LOWEST	268.2	0
POINTS	268.2	20400
LOWEST	412.1	0
POINTS	412.1	27800
LOWEST	512.1	0
POINTS	512.1	53800
LOWEST	512.1	0
POINTS	512.1	53800
LOWEST	386.98	0
POINTS	369.2	30900
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	417.5	0
POINTS	417.5	30800
LOWEST	268.2	0
POINTS	268.2	20400
LOWEST	98.1	0
POINTS	98.1	6600
LOWEST	291.2	0
POINTS	268.2	20400
LOWEST	213.2	0
POINTS	174.2	11900
LOWEST	334.2	0
POINTS	334.2	25600
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	195.2	0
POINTS	195.2	13500
LOWEST	298.1	0
POINTS	298.1	20000
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	511.1	0
POINTS	511.1	46000
LOWEST	302.2	0
POINTS	302.2	27500
LOWEST	254.2	0
POINTS	254.2	20900
LOWEST	333.1	0
POINTS	333.1	26600
LOWEST	345.1	0
POINTS	345.1	24200
LOWEST	213.98	0
POINTS	213.98	16000
LOWEST	364.96	0
POINTS	364.96	17100
LOWEST	358.2	0
POINTS	358.2	30000
LOWEST	211.98	0
POINTS	211.98	17200
LOWEST	163.1	0
POINTS	163.1	8200
LOWEST	164.19	0
POINTS	164.19	11200
LOWEST	124.82	0
POINTS	124.82	5200
LOWEST	264.2	0
POINTS	264.2	18600
LOWEST	210.2	0
POINTS	210.2	17100
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	68.98	0
POINTS	68.98	4100
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	231.2	0
POINTS	231.2	18900
LOWEST	334.2	0
POINTS	334.2	25600
LOWEST	292.2	0
POINTS	292.2	20600
LOWEST	225.2	0
POINTS	225.2	16900
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	450.2	0
POINTS	450.2	38000
LOWEST	238.2	0
POINTS	238.2	19500
LOWEST	258.2	0
POINTS	258.2	19600
LOWEST	203.1	0
POINTS	203.1	11200
LOWEST	494.1	0
POINTS	494.1	44400
LOWEST	98.1	0
POINTS	98.1	6600
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	298.2	0
POINTS	242.2	19900
LOWEST	241.28	0
POINTS	241.28	9300
LOWEST	168.2	0
POINTS	168.2	11500
LOWEST	373.1	0
POINTS	373.1	30000
LOWEST	173.5	0
LOWEST	409.2	0
POINTS	409.2	37700
LOWEST	177.59	0
POINTS	177.59	4100
LOWEST	161.2	0
POINTS	161.2	10900
LOWEST	203.2	0
POINTS	203.2	15200
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	438.82	0
POINTS	438.82	30800
LOWEST	393.2	0
POINTS	377.2	31600
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	395.2	0
POINTS	395.2	36300
LOWEST	338.21	0
POINTS	338.21	28200
LOWEST	216.2	0
POINTS	216.2	17600
LOWEST	299.2	0
POINTS	299.2	27200
LOWEST	268.2	0
LOWEST	196.2	0
POINTS	196.2	14600
LOWEST	413.6	0
POINTS	413.6	29900
LOWEST	425.56	0
POINTS	425.56	30400
LOWEST	331.58	0
POINTS	331.58	21300
LOWEST	348.1	0
POINTS	348.1	31100
LOWEST	196.2	0
POINTS	196.2	14600
LOWEST	341.16	0
POINTS	341.16	16000
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	184.2	0
POINTS	184.2	12600
LOWEST	224.2	0
POINTS	224.2	18300
LOWEST	229.2	0
POINTS	229.2	17200
LOWEST	281.2	0
POINTS	281.2	19800
LOWEST	183.2	0
POINTS	183.2	14700
LOWEST	76.2	0
POINTS	76.2	4600
LOWEST	124.46	0
POINTS	124.46	4900
LOWEST	204	0
POINTS	204	8900
LOWEST	231.2	0
POINTS	231.2	18900
LOWEST	289.2	0
POINTS	289.2	22000
LOWEST	213.2	0
POINTS	213.2	17400
LOWEST	213.2	0
LOWEST	292.2	0
POINTS	292.2	22300
LOWEST	153.7	0
POINTS	153.7	10500
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	321.2	0
POINTS	321.2	24600
LOWEST	245.2	0
POINTS	245.2	22000
LOWEST	356.99	0
POINTS	296.2	22600
LOWEST	231.2	0
POINTS	231.2	17400
LOWEST	238.4	0
POINTS	238.4	14600
LOWEST	210.2	0
POINTS	210.2	17100
LOWEST	237.82	0
POINTS	237.82	14700
LOWEST	344.1	0
POINTS	344.1	23700
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	291.2	0
POINTS	259.2	19600
LOWEST	308.1	0
POINTS	308.1	26700
LOWEST	242.2	0
POINTS	242.2	16900
LOWEST	281.1	0
POINTS	281.1	18800
LOWEST	164.1	0
POINTS	164.1	8300
LOWEST	278.2	0
POINTS	278.2	19600
LOWEST	249.4	0
POINTS	249.4	14100
LOWEST	169.46	0
POINTS	169.46	8200
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	206.1	0
POINTS	206.1	12500
LOWEST	301.2	0
POINTS	301.2	21300
LOWEST	254.2	0
POINTS	254.2	20900
LOWEST	298.2	0
POINTS	298.2	27100
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	139	0
LOWEST	303.2	0
POINTS	303.2	23200
LOWEST	225.2	0
POINTS	225.2	18400
LOWEST	257.2	0
POINTS	257.2	19500
LOWEST	427.31	0
POINTS	427.31	25600
LOWEST	271.58	0
POINTS	271.58	16900
LOWEST	419.98	0
POINTS	331.2	25400
LOWEST	263.82	0
POINTS	263.82	16800
LOWEST	314.2	0
POINTS	290.2	22100
LOWEST	164.19	0
POINTS	164.19	11200
LOWEST	213.2	0
POINTS	174.2	11900
LOWEST	213.98	0
POINTS	213.98	16000
LOWEST	256.7	0
POINTS	256.7	19600
LOWEST	163.1	0
POINTS	163.1	8200
LOWEST	386.98	0
POINTS	369.2	30900
LOWEST	152	0
POINTS	152	5200
LOWEST	235.2	0
POINTS	235.2	16400
LOWEST	118.1	0
POINTS	118.1	4900
LOWEST	209.21	0
POINTS	209.21	15700
POINTS	471.2	43600
LOWEST	169.46	0
POINTS	169.46	8200
LOWEST	146.99	0
POINTS	146.99	6500
LOWEST	322.56	0
POINTS	322.56	13900
LOWEST	177.2	0
POINTS	177.2	12100
LOWEST	179.2	0
POINTS	179.2	12300
LOWEST	409.2	0
POINTS	409.2	37700
LOWEST	300.26	0
POINTS	300.26	14600
LOWEST	271.2	0
POINTS	271.2	24500
LOWEST	372.24	0
POINTS	372.24	20000
LOWEST	429.81	0
POINTS	429.81	27400
LOWEST	231.2	0
POINTS	231.2	17400
LOWEST	292.2	0
POINTS	292.2	20600
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	206.1	0
POINTS	206.1	13200
LOWEST	410.26	0
POINTS	410.26	20400
LOWEST	372.59	0
POINTS	372.59	18600
LOWEST	471.2	0
LOWEST	170.46	0
POINTS	170.46	8300
LOWEST	205.4	0
POINTS	205.4	12200
LOWEST	512.1	0
POINTS	512.1	53800
LOWEST	450.2	0
POINTS	450.2	38000
LOWEST	256.6	0
POINTS	256.6	16000
LOWEST	466.1	0
POINTS	466.1	44600
LOWEST	246.79	0
POINTS	246.79	14700
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	455.06	0
POINTS	455.06	23200
LOWEST	233.31	0
POINTS	233.31	9300
LOWEST	546.96	0
POINTS	546.96	41400
LOWEST	351.36	0
POINTS	351.36	15400
LOWEST	260.1	0
POINTS	260.1	14000
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	319.2	0
POINTS	305.2	23300
LOWEST	456.26	0
POINTS	456.26	23300
LOWEST	168.2	0
POINTS	168.2	11500
LOWEST	289.2	0
POINTS	289.2	24000
LOWEST	248.26	0
POINTS	248.26	11500
LOWEST	352.4	0
POINTS	352.4	21800
LOWEST	234.2	0
POINTS	234.2	19200
POINTS	218.2	15200
LOWEST	209.46	0
POINTS	209.46	11200
LOWEST	339	0
LOWEST	419.98	0
POINTS	328.2	27400
LOWEST	278.2	0
POINTS	278.2	19600
LOWEST	406.2	0
POINTS	406.2	41300
LOWEST	245.2	0
POINTS	245.2	22000
LOWEST	515.06	0
POINTS	515.06	30800
LOWEST	289.2	0
POINTS	289.2	22000
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	169.46	0
POINTS	169.46	8200
LOWEST	309.11	0
POINTS	309.11	16900
LOWEST	242.2	0
POINTS	242.2	16900
LOWEST	406.96	0
POINTS	406.96	24900
LOWEST	218.2	0
POINTS	218.2	19500
LOWEST	414.96	0
POINTS	414.96	26700
LOWEST	257.2	0
POINTS	257.2	19500
LOWEST	273.89	0
POINTS	273.89	16800
LOWEST	471.2	0
POINTS	471.2	43600
LOWEST	303.2	0
POINTS	303.2	23200
LOWEST	513.86	0
POINTS	513.86	29900
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	113.1	0
POINTS	113.1	7700
LOWEST	314.2	0
POINTS	290.2	22100
LOWEST	455.89	0
POINTS	455.89	30800
LOWEST	130.26	0
POINTS	130.26	4000
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	309.96	0
POINTS	309.96	14100
LOWEST	353.06	0
POINTS	353.06	18200
LOWEST	419.98	0
POINTS	331.2	25400
LOWEST	298.2	0
POINTS	298.2	27100
LOWEST	319.98	0
POINTS	300.2	22900
LOWEST	177.2	0
POINTS	177.2	12100
LOWEST	239.96	0
POINTS	239.96	12500
LOWEST	333.76	0
POINTS	227.96	10200
LOWEST	302.2	0
POINTS	302.2	27500
LOWEST	234.2	0
POINTS	234.2	19200
LOWEST	108.6	0
POINTS	108.6	7700
LOWEST	357.46	0
POINTS	357.46	18800
LOWEST	264.2	0
POINTS	264.2	18600
LOWEST	119.1	0
POINTS	119.1	6800
LOWEST	321.2	0
LOWEST	296.31	0
POINTS	296.31	14000
LOWEST	471.2	0
POINTS	471.2	43600
LOWEST	281.48	0
POINTS	281.48	21800
LOWEST	252.98	0
POINTS	252.98	19200
LOWEST	282.46	0
POINTS	282.46	13200
LOWEST	391.1	0
POINTS	391.1	25800
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	471.2	0
POINTS	471.2	43600
LOWEST	319.2	0
POINTS	305.2	23300
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	215.76	0
POINTS	215.76	6900
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	395.2	0
POINTS	395.2	33200
LOWEST	235.2	0
POINTS	235.2	16400
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	292.2	0
POINTS	292.2	22300
LOWEST	377.2	0
POINTS	377.2	26900
LOWEST	419.98	0
POINTS	328.2	27400
LOWEST	408.2	0
POINTS	408.2	41500
LOWEST	378.98	0
POINTS	378.98	38400
LOWEST	279.2	0
POINTS	279.2	23100
LOWEST	199	0
LOWEST	524.98	0
POINTS	464.2	39200
LOWEST	256.59	0
POINTS	256.59	10000
LOWEST	247.2	0
POINTS	247.2	17300
LOWEST	249.2	0
POINTS	249.2	18800
LOWEST	394.2	0
POINTS	394.2	36200
LOWEST	269.97	0
POINTS	269.97	20500
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	258.1	0
POINTS	258.1	17100
LOWEST	315.48	0
POINTS	304.7	23600
LOWEST	314.1	0
POINTS	314.1	21200
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	405.2	0
POINTS	405.2	34000
LOWEST	421.1	0
POINTS	421.1	32900
LOWEST	318.2	0
POINTS	305.2	23300
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	527.1	0
POINTS	527.1	51500
LOWEST	319.98	0
POINTS	300.2	22900
LOWEST	431.46	0
POINTS	431.46	21800
LOWEST	131.2	0
POINTS	131.2	8700
LOWEST	157.2	0
POINTS	157.2	10600
LOWEST	348.2	0
POINTS	348.2	26800
LOWEST	394.2	0
POINTS	310.2	23700
LOWEST	268.98	0
POINTS	268.98	24300
LOWEST	228.2	0
POINTS	228.2	17200
LOWEST	223.2	0
POINTS	223.2	16800
LOWEST	324.98	0
POINTS	324.98	27100
LOWEST	40.2	0
POINTS	40.2	2000
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	193.2	0
POINTS	193.2	14400
LOWEST	167.2	0
POINTS	167.2	11400
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	178.2	0
POINTS	178.2	13200
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	607.2	0
POINTS	504.2	42700
LOWEST	198.2	0
POINTS	198.2	13700
POINTS	321.2	24600
LOWEST	348.98	0
POINTS	348.98	26800
LOWEST	334.1	0
POINTS	334.1	19500
LOWEST	395.2	0
POINTS	395.2	33200
LOWEST	185.2	0
POINTS	185.2	12700
LOWEST	292.2	0
POINTS	292.2	22300
LOWEST	469.7	0
POINTS	469.7	43600
LOWEST	328.1	0
POINTS	328.1	22800
LOWEST	373.4	0
POINTS	373.4	23300
LOWEST	441.1	0
POINTS	441.1	45900
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	405.4	0
POINTS	405.4	27700
LOWEST	473.2	0
POINTS	473.2	43800
LOWEST	448.2	0
POINTS	448.2	45700
LOWEST	269.97	0
POINTS	269.97	20500
LOWEST	323.2	0
POINTS	323.2	26900
LOWEST	413.1	0
POINTS	413.1	40600
LOWEST	298.2	0
POINTS	298.2	22800
LOWEST	121.4	0
POINTS	121.4	6000
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	405.2	0
POINTS	405.2	34000
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	247.2	0
POINTS	247.2	17300
LOWEST	607.2	0
POINTS	504.2	42700
LOWEST	378.98	0
POINTS	378.98	38400
LOWEST	378.1	0
POINTS	378.1	36900
LOWEST	524.98	0
POINTS	464.2	39200
LOWEST	369.98	0
POINTS	369.98	28500
LOWEST	350.4	0
POINTS	350.4	23300
LOWEST	236.1	0
POINTS	236.1	15500
LOWEST	322.4	0
POINTS	322.4	19500
LOWEST	203.2	0
POINTS	203.2	14000
LOWEST	268.98	0
POINTS	268.98	24300
LOWEST	322.4	0
POINTS	322.4	19500
LOWEST	286.1	0
POINTS	286.1	19200
LOWEST	364.6	0
POINTS	364.6	24900
LOWEST	475.8	0
POINTS	475.8	25800
LOWEST	377.2	0
POINTS	377.2	26900
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	377.71	0
POINTS	377.71	15300
LOWEST	257.26	0
POINTS	257.26	9700
LOWEST	356.6	0
POINTS	356.6	35100
LOWEST	303.28	0
POINTS	303.28	13900
LOWEST	478.6	0
POINTS	478.6	50600
LOWEST	393.76	0
POINTS	393.76	19400
LOWEST	387.86	0
POINTS	387.86	19000
LOWEST	348.2	0
POINTS	308.2	23600
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	173.2	0
POINTS	173.2	12800
LOWEST	253.2	0
POINTS	253.2	17800
LOWEST	178.2	0
POINTS	146.2	9800
LOWEST	179.4	0
POINTS	179.4	8900
LOWEST	354.76	0
POINTS	354.76	16900
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	378.6	0
POINTS	378.6	30900
LOWEST	203.2	0
POINTS	203.2	16500
POINTS	402.2	31100
LOWEST	168.2	0
POINTS	168.2	11500
LOWEST	443.6	0
POINTS	443.6	40000
LOWEST	354.76	0
POINTS	354.76	16900
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	201.2	0
POINTS	201.2	13900
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	76.2	0
POINTS	76.2	4600
LOWEST	411.1	0
POINTS	411.1	33400
LOWEST	201.2	0
POINTS	201.2	13900
LOWEST	313.99	0
POINTS	296.2	22600
LOWEST	344.2	0
POINTS	291.2	22200
LOWEST	118.98	0
POINTS	118.98	9200
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	279.98	0
POINTS	279.98	21300
LOWEST	457.1	0
POINTS	457.1	40600
LOWEST	355.2	0
POINTS	355.2	29700
LOWEST	156.2	0
POINTS	156.2	10600
LOWEST	251.21	0
POINTS	251.21	17600
LOWEST	364.1	0
POINTS	364.1	21700
LOWEST	134.82	0
POINTS	134.82	6000
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	198.2	0
POINTS	198.2	16000
LOWEST	363.2	0
POINTS	363.2	33300
LOWEST	467.4	0
POINTS	467.4	35500
LOWEST	189.2	0
POINTS	189.2	13000
LOWEST	349.2	0
POINTS	349.2	29200
POINTS	146.2	9800
LOWEST	136.2	0
POINTS	136.2	9100
LOWEST	348.2	0
POINTS	348.2	29100
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	218.2	0
POINTS	218.2	15200
LOWEST	512.1	0
POINTS	512.1	53800
LOWEST	419	0
POINTS	419	30100
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	110.2	0
POINTS	110.2	7200
LOWEST	204.2	0
POINTS	204.2	14100
LOWEST	251.21	0
POINTS	251.21	17600
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	156.2	0
POINTS	156.2	10600
LOWEST	163.5	0
LOWEST	73.1	0
POINTS	73.1	3400
LOWEST	348.2	0
POINTS	308.2	23600
LOWEST	248.82	0
POINTS	248.82	14400
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	194.2	0
POINTS	194.2	14400
LOWEST	196.2	0
POINTS	196.2	14600
LOWEST	251.21	0
POINTS	251.21	17600
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	310.66	0
POINTS	310.66	13200
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	394.2	0
POINTS	394.2	40000
LOWEST	314.6	0
POINTS	314.6	21200
LOWEST	196.2	0
POINTS	196.2	13500
LOWEST	403.2	0
POINTS	402.2	31100
LOWEST	223.76	0
POINTS	223.76	10000
LOWEST	308.2	0
POINTS	308.2	23600
LOWEST	268.2	0
POINTS	268.2	20400
LOWEST	441.6	0
POINTS	441.6	34900
LOWEST	224.2	0
POINTS	224.2	16800
LOWEST	201.2	0
POINTS	201.2	15000
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	203.2	0
POINTS	186.2	12800
LOWEST	601.79	0
POINTS	601.79	53000
LOWEST	334.4	0
POINTS	334.4	20400
LOWEST	363.2	0
POINTS	363.2	33300
LOWEST	536.6	0
POINTS	536.6	53400
LOWEST	268.2	0
POINTS	268.2	20400
LOWEST	512.1	0
POINTS	512.1	53800
LOWEST	330.1	0
POINTS	330.1	22400
LOWEST	534.5	0
POINTS	534.5	47800
LOWEST	205.2	0
POINTS	205.2	15300
LOWEST	291.98	0
POINTS	291.98	22300
LOWEST	268.2	0
POINTS	268.2	20400
LOWEST	334.2	0
POINTS	334.2	25600
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	258.1	0
POINTS	258.1	17100
LOWEST	65.2	0
POINTS	65.2	3800
LOWEST	339.1	0
